상호,영업표지,대표자,등록번호,최초등록일,업종
세이치즈,세이치즈,홍애리,20211201,2021.05.18,기타 외식
또리커피본점,또리커피,윤수홍,20220544,2022.06.13,커피
편백촌,편백촌,기원간,20220828,2022.08.16,기타도소매
빨간자전거떡볶이,빨간자전거,백은희,20190147,2019.02.14,분식
카츠백fnb,카츠백,백주영,20201287,2020.09.29,일식
엠에스에프엔비,육회먹은꼬막&반반비빔밥,양문식,20211046,2021.04.15,한식
스시선가맹본부,스시선 회전초밥 전문점,윤찬송,20181221,2018.11.28,일식
마라순코우,마라순코우,LI DONGYU,20211842,2021.08.12,중식
홈즈앤쿡,홈즈앤쿡,배승찬,20211069,2021.04.21,기타 외식
진대푸드,신단설렁탕,김용정,20141098,2014.11.11,한식
갓지은솥밥본점,오늘도웃자,유종열,20221319,2022.12.02,한식
엘에이(LA)코코보일링1,LA코코보일링,김지웅,20221390,2022.12.15,한식
화성옥,화성옥,고상옥,20170585,2017.05.12,한식
김포족발,전순남할매족발,김현숙,20221459,2022.12.28,한식
더블에프엔비(주),호기심에훔친뒷고기,최인찬,20190509,2019.06.04,한식
무니(muni),무니(muni),하찬문,20220687,2022.07.18,주점
(주)소담,돈까스고집,안인규,20190731,2019.07.23,기타 외식
(주)데우스홀딩스,창의사고의 명품 하이츠,이기열,20090100048,2009.01.20,교육 (교과)
(주)금표에프앤씨,은하철도 곱곱곱,정영탁,20151023,2015.10.26,(건강)식품
(주)금표에프앤씨,스타곱스,정영탁,20190193,2019.03.07,한식
(주)라붐팩토리,라붐커피(LABOOM COFFEE),최형식,20200840,2020.07.08,커피
투엑스F&D,투엑스피자,유성열,20211127,2021.05.07,피자
도너츠윤가맹사업본부,도너츠윤,윤광복,20201088,2020.08.28,제과제빵
(주)리안,본테르(de bonne terre),이순일,20215762,2021.11.18,농수산물
성시현쭈꾸미,성시현쭈꾸미,정기세,20221172,2022.11.03,한식
(주)닥인흥업,닭갈비제작소,조경범,20150321,2015.04.03,한식
(주)맛있는상상,월선네,오원자,20100100412,2010.08.23,한식
(주)제이에스알컴퍼니,미아리우동집,류제선,20150402,2015.05.14,한식
(주)슈퍼리어푸드,빽돈,한광성,20210885,2021.03.25,한식
(주)와이비운용사업부,대만샌드위치 티앙웨이,조허정,20190212,2019.03.15,제과제빵
(주)와이비운용사업부,용구비어,조허정,20130100206,2013.03.13,주점
에이원포스트,장작클라스,정연아,20221165,2022.11.03,치킨
(주)제이에스케이에프앤비,더블핸드스테이크,전현덕,20160812,2016.08.17,기타 외식
오엔이(ONE),잉글리시토이즈,이하나,20230073,2023.01.16,기타 서비스
(주)유유샤브,유유샤브,유지선,20220347,2022.04.27,한식
투맨홀딩스(주),짬뽕지존,권윤경,20150467,2015.06.05,중식
플랜에이,플랜에이캠퍼스,안혜진,20220989,2022.09.26,교육 (교과)
씨앤오푸드,씨앤오푸드,이준석,20200233,2020.02.19,한식
(주)명륜당,명륜스시,"도선애, 이종근",20212459,2021.10.06,일식
(주)명륜당,메타버거(METABURGER),"도선애, 이종근",20212462,2021.10.06,패스트푸드
(주)명륜당,명륜당제과,"도선애, 이종근",20212456,2021.10.06,제과제빵
(주)명륜당,명륜분식,"도선애, 이종근",20212449,2021.10.06,분식
(주)명륜당,개수리 민물장어 막국수,"도선애, 이종근",20212108,2021.09.08,한식
(주)명륜당,개수리막국수,"도선애, 이종근",20210098,2021.01.14,한식
(주)명륜당,명륜반점,"도선애, 이종근",20212458,2021.10.06,중식
707커피컴퍼니(주),707COFFEE,임유미,20231031,2023.07.14,커피
멍멍아학교가자대곡점,멍멍아까까먹자,김현성,20231649,2023.11.13,기타도소매
강정판다,강정판다,최동희,20240085,2024.01.15,치킨
(주)울엄마푸드,울엄마 양평해장국,김동석,20170338,2017.03.07,한식
별난버섯집,별난버섯집,배달민족,20240086,2024.01.15,한식
런던로스트볼팩토리,런던로스트볼팩토리,김형술,20231464,2023.10.10,기타도소매
판교돈,판교돈,유명순,20240084,2024.01.15,기타 외식
(주)하이파이브,하이오커피,이채일,20211005,2021.04.09,커피
포엠에프앤비,파스타예요,김미성,20213360,2021.10.27,서양식
(주)저스트쿠킹,저스트텐동,이다원,20200673,2020.06.02,일식
씨앤오푸드,키친살롱,이준석,20215380,2021.11.17,기타 외식
씨앤오푸드,일팔닭강정,이준석,20213798,2021.11.02,치킨
(주)청도푸드,청도미나리식당,변재형,20212728,2021.10.14,한식
(주)라이즈에듀케이션코리아,라이즈어학원,함태종,20171270,2017.11.02,교육 (외국어)
㈜마라천향미마라탕,마라천향미마라탕,ZHANG XUELONG,20212830,2021.10.19,중식
책나무,책나무,이명주,20150881,2015.09.17,기타 교육
DAKOGI(다코기),다코기,정관수,20200938,2020.07.28,치킨
코흐(주),배고픈덮밥이,김동영,20220669,2022.07.15,한식
코흐(주),파스타입니다,김동영,20200864,2020.07.13,서양식
(주)튼튼영어,튼튼영어베이비리그,조덕현,20130100179,2013.03.06,교육 (외국어)
(주)튼튼영어,튼튼영어마스터클럽,조덕현,20100100281,2010.06.15,교육 (외국어)
(주)맛있는상상,찌개애감동,오원자,20080100148,2008.08.02,한식
(주)일월삼일푸드랩,무국적식탁,김용준,20212437,2021.10.06,한식
(주)일월삼일푸드랩,중국적식탁,김용준,20221396,2022.12.16,한식
(주)준오뷰티,준오헤어,강윤선,20130100025,2013.01.30,이미용
(주)케이엠제이코리아,김미자당진아구동태찜탕,조강희,20171256,2017.11.01,한식
(주)네오플레이트,중화 요란방,한성희,20213121,2021.10.22,중식
(주)네오플레이트,평이담백 뼈칼국수,한성희,20191410,2019.12.26,분식
(주)네오플레이트,육미찬탄,한성희,20213120,2021.10.22,한식
(주)네오플레이트,한림돈가,한성희,20191409,2019.12.26,한식
㈜아이센스에프앤비,아이센스PC방,윤석범,20171088,2017.09.15,PC방
(주)명륜당,명륜스테이크,"도선애, 이종근",20212460,2021.10.06,서양식
(주)명륜당,명륜하노이,"도선애, 이종근",20212451,2021.10.06,기타 외국식
(주)명륜당,명륜피자,"도선애, 이종근",20212452,2021.10.06,피자
(주)명륜당,명륜커피,"도선애, 이종근",20212442,2021.10.06,커피
(주)명륜당,명륜쥬스,"도선애, 이종근",20212455,2021.10.06,음료 (커피 외)
(주)명륜당,명륜아이스크림,"도선애, 이종근",20212461,2021.10.06,아이스크림/빙수
(주)명륜당,명륜호프,"도선애, 이종근",20212443,2021.10.06,주점
(주)명륜당,청담물갈비,"도선애, 이종근",20211104,2021.04.27,한식
(주)명륜당,명륜정육식당,"도선애, 이종근",20210254,2021.01.28,한식
(주)명륜당,신당분식,"도선애, 이종근",20210927,2021.03.29,분식
(주)명륜당,팔팔인생해장,"도선애, 이종근",20210099,2021.01.14,한식
(주)명륜당,명륜진사갈비,"도선애, 이종근",20171254,2017.11.01,한식
(주)명륜당,샤브올데이,도선애,20230261,2023.02.16,한식
(주)디와이비최선메이트,디와이비랜퍼스,김성민,20212520,2021.10.07,교육 (외국어)
(주)농업법인쿱스토어,자연드림,홍현주,20080500028,2008.08.08,기타도소매
남토하우스커피,남토하우스,김익수,20210869,2021.03.24,커피
㈜유나우(UnowInc.),유나우 무인 24시 골프연습장,김동훈,20231834,2023.12.13,스포츠 관련
(주)이디야,이디야커피,문창기,20080100014,2008.07.26,커피
(주)그릿,종착역,이홍익,20214916,2021.11.15,한식
(주)그릿,제줏간,이홍익,20201713,2020.12.09,한식
도갈비,도갈비,고준호,20240071,2024.01.12,한식
(주)그남자네식품,천년닭강정,정범석,20240072,2024.01.12,치킨
이런커피,국대커피,김영언,20231871,2023.12.20,커피
이런커피,빅피처커피,김영언,20231873,2023.12.20,커피
초계한우,초계한우 다이닝,임헌준,20240076,2024.01.12,한식
초계한우,초계한우 갈비탕,임헌준,20240073,2024.01.12,한식
초계한우,초계한우 소금구이,임헌준,20240075,2024.01.12,한식
옛날경성순대국,옛날경성순대국,정승인,20240078,2024.01.12,한식
"(주)드림에프앤비(DreamF&BCo.,Ltd)",드림숯불갈비,김태균,20190322,2019.04.10,한식
"(주)드림에프앤비(DreamF&BCo.,Ltd)",솔가숯불갈비,김태균,20210338,2021.02.08,한식
비스트로사랑방,비스트로사랑방,강동윤,20240079,2024.01.12,기타 외식
에이에이쥐.유(AAG.U),All After Glow,조휴민,20220787,2022.08.08,이미용
불새,국밥의 한수,박승만,20231569,2023.10.27,한식
정돈,냇내,오인열,20240080,2024.01.12,한식
(주)아시안인터내셔널,아서원,조미영,20240082,2024.01.12,중식
(주)만백코퍼레이션,마니국밥,"권성백, 박종만",20220775,2022.08.03,한식
버거피아전북대점,버거피아,김건영,20240070,2024.01.12,패스트푸드
(주)플레이트원,웍스터(WOKSTER),박희영,20240081,2024.01.12,중식
(주)비엠디,봉명가닭도리탕,김지우,20214917,2021.11.15,한식
(주)케이지컴퍼니,거송갈비찜,박현규,20170374,2017.03.14,한식
(주)마이티워리어,사람없는 커피어때,서상우,20220381,2022.05.10,커피
(주)구도로,구도로통닭,강성교,20201537,2020.11.16,치킨
칠분통닭운남점,칠분통닭,김복심,20231250,2023.08.30,치킨
(주)로드,로드샌드위치,"명세훈, 허성민",20231678,2023.11.18,기타 외식
통큰대포삼겹,통큰대포삼겹,이난숙,20240083,2024.01.12,한식
(주)온율,육화미,이정아,20201480,2020.11.06,한식
한찜두찜돼지김치찜본점,한찜두찜 돼지김치찜,이옥철,20240074,2024.01.12,한식
파도수산앤오사카데스,오사카데스,권모세,20231521,2023.10.18,일식
모찌컴퍼니,멘모찌,박영민,20231610,2023.11.02,일식
아임국민커피,아임국민커피,이선숙,20231482,2023.10.12,커피
(주)다름프랜차이즈,지산목,김종석,20240077,2024.01.12,한식
얼굴필라테스바이지(byG),얼굴필라테스 바이 지(by G),황지희,20201829,2020.12.21,이미용
(주)망원동티라미수,망티커피,송홍신,20220606,2022.06.30,제과제빵
(주)망원동티라미수,망원동티라미수,송홍신,20171180,2017.10.20,제과제빵
(주)디와이비최선메이트,디와이비크레오,김성민,20212521,2021.10.07,교육 (외국어)
(주)디와이비최선메이트,디와이비최선어학원,김성민,20212519,2021.10.07,교육 (외국어)
(주)네모비앤에프,네모오징어,박철훈,20170835,2017.07.14,한식
(주)대한푸드,청록미나리식당,권오준,20212722,2021.10.14,한식
(주)굳길,한국밥,이주현,20150071,2015.01.22,한식
(주)콕에프씨,통닭왕맥주&순살만 1등,김상호,20213775,2021.11.02,치킨
투데이보틀,투데이보틀,김성웅,20231203,2023.08.22,기타도소매
(주)천도국제,산사나무탕후루,이종철,20230956,2023.07.03,종합소매점
(주)지에프케이컴퍼니,쭈앤쭈,박대철,20211939,2021.08.23,한식
(주)밀겨울,육만찬,이용훈,20212091,2021.09.08,한식
제이케이컴퍼니,할피족,김윤영,20210441,2021.02.22,피자
도회푸드,도회푸드건강한쌈,최도회,20212591,2021.10.12,한식
디오네푸드,삼꾸미집,유창훈,20200538,2020.04.21,한식
(주)커스텀커피,커스텀커피,오병석,20201631,2020.12.01,커피
빅사이트,케어필라테스,장경원,20100100553,2010.11.15,스포츠 관련
닭촌축산,치킨멤버,손태호,20160070,2016.01.20,치킨
돼지새마을푸드,돼지새마을본부,김만수,20201299,2020.10.05,한식
해물명가,해물명가,박상원,20230101,2023.01.19,한식
이태리식당,이태리식당,김재영,20201302,2020.10.05,서양식
에이에이치(AH),아부찌부대찌개,김윤주,20181194,2018.11.22,한식
(주)아디씨,빙찌&샐프레시,김형민,20200643,2020.05.26,아이스크림/빙수
(주)씨케이푸드인터내셔널,더리치스카페,오석희,20211650,2021.07.22,커피
(주)씨케이푸드인터내셔널,에꼴드차밍,오석희,20210647,2021.03.09,반려동물 관련
(주)바음,도우라이크피자,안준모,20210695,2021.03.11,피자
(주)바음,배달의쌀국수,안준모,20210696,2021.03.11,기타 외식
(주)더드림,변동춘 명동칼국수,변동춘,20212113,2021.09.09,한식
(주)아디씨,놀러와플,김형민,20210497,2021.02.23,제과제빵
(주)인토외식산업,와바,이효복,20080100058,2008.07.26,주점
(주)인토외식산업,맥주바켓,이효복,20110100136,2011.05.04,주점
(주)인토외식산업,까르보네,이효복,20110100530,2011.11.07,서양식
(주)인토외식산업,구름공방,이효복,20140767,2014.08.22,주점
(주)대만족,대만족,구본무,20200633,2020.05.25,한식
(주)대만족,만족커피,구본무,20221269,2022.11.25,커피
(주)옛족,옛족,고영재,20211956,2021.08.24,한식
(주)스토리에프씨,오지테이블,안병대,20240066,2024.01.11,서양식
족발이다,족발이다,김태량,20240065,2024.01.11,한식
㈜가구톡세상,가구톡세상,"송도현, 박복숙",20240069,2024.01.11,기타도소매
미뜸,미뜸,"고준범, 박선희",20240068,2024.01.11,한식
케이피(KPEE)필라테스,케이피(KPEE),김효국,20240062,2024.01.11,기타 교육
외계인피자,외계인피자,신현규,20240064,2024.01.11,피자
풀리김밥,풀리김밥,이상민,20240063,2024.01.11,한식
(주)브라더푸드시스템,철뚝집,박정환,20180720,2018.07.23,한식
신라방유통,향리원 마라탕,이나,20211162,2021.05.12,중식
신라방유통,이가 서안도삭면,이나,20221336,2022.12.07,중식
메종드헤어0403가맹본부,메종 드 헤어,김중기,20211452,2021.06.25,이미용
(주)장스푸드,60계,장조웅,20151039,2015.10.29,치킨
(주)장스푸드,스텔라떡볶이,장조웅,20212140,2021.09.13,분식
한울프랜차이즈,혼밥애찌개왕,유정수,20231467,2023.10.11,한식
(주)엠앤에스,동양솥밥,이민규,20231512,2023.10.17,기타 외식
(주)더콥,한앤둘치킨,장미림,20090100577,2009.12.14,치킨
한울프랜차이즈,이선생짜글이,유정수,20200721,2020.06.12,한식
(주)다름플러스,제육폭식,이억불,20210129,2021.01.19,한식
(주)다름플러스,패션감자탕,이억불,20210138,2021.01.19,한식
(주)다름플러스,이한우,이억불,20200105,2020.01.20,기타 외식
(주)다름플러스,이차돌,이억불,20171493,2017.12.14,기타 외식
(주)포켓잭스,스머프매직포레스트,"백운용, 이정헌",20213191,2021.10.25,기타 서비스
보고싶다(주),보고싶다,정성욱,20180914,2018.09.10,기타 외식
보고싶다(주),하노이맥주밤거리,정성욱,20212416,2021.09.30,주점
(주)장스푸드,이층집 피자,장조웅,20215073,2021.11.15,피자
(주)장스푸드,60족,장조웅,20215068,2021.11.15,한식
(주)장스푸드,커피는,장조웅,20214516,2021.11.10,커피
용산양꼬치,용산양꼬치,최명금,20230578,2023.04.18,중식
(주)케이케이에프앤비(KKF&B),포차스미스,김영재,20180866,2018.08.30,주점
㈜케이케이에프앤비(KKF&B),꿀단지,김영재,20220644,2022.07.08,주점
오제이푸드,크레이지번,권오진,20220743,2022.07.28,패스트푸드
노사천마라탕,노사천마라탕,WEI YINGMEI,20211428,2021.06.21,중식
김광석식당,고기혁명,김광석,20220160,2022.02.25,한식
유라아구찜,유라아구찜,서유라,20221422,2022.12.23,한식
멘야세븐,멘야세븐,정철민,20220677,2022.07.19,일식
치킨에꼬치다,치킨에꼬치다,이세호,20220883,2022.08.29,치킨
카츠젠,카츠젠,임상식,20170903,2017.08.04,기타 외식
(주)원대한브라더스,스낵킹 타코,송원석,20230226,2023.02.14,기타 외식
인력25시,인력25시,이상은,20221343,2022.12.08,기타 서비스
(주)퍼니써니,퍼니써니,배성은,20220403,2022.05.12,유아 관련 (교육 외)
(주)정직한푸줏간,정직한 푸줏간 육화몽,정봉이,20170526,2017.04.19,기타 외식
